address,price,bed,bath,area,car_spaces,specification,agents,property_id,pictures,url
"11 Hampstead Crescent, Glen Waverley, Vic 3150","$1,500,000 ",7,3,700,2,"Brimming with appeal for the large or extended family, this splendid family home on 700sqm approx. offers an abundance of accommodation, multiple indoor and outdoor living zones plus a brilliant bungalow!,- Six bedrooms offer ample accommodation for the largest of families; all featuring built-in-robes, master with ensuite effect access to the main bathroom with toilet.,- Bathroom, separate toilet and full-sized laundry with toilet.,- Bungalow boasting a bedroom/living zone with mirrored built-in robes, kitchenette plus a bathroom with toilet.,- Stylish lounge room boasting contemporary flooring,- Kitchen showcasing stone benches, 900mm gas cooktop, Domain oven, Asko dishwasher, corner pantry plus a breakfast bench.,- Dining zone connecting through to the family room and covered entertaining deck with accompanying backyard.,- Comforted by ducted heating and split system air conditioning,- Garden shed plus single lock-up carport,Superbly situated in the sought-after Brentwood Secondary Zone (STSA), near Glen Waverley South and Wheelers Hill Primary, Monash Uni, Brandon Park Shopping Centre, The Glen Shopping Centre and Glen Waverley entertainment precinct,,and Jells Park buses plus convenient access to both Monash and Eastlink Freeways.","Sergey Martynov,04139554...,Ming Xu,04006556...","Property ID: ,143229436","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c9ae27181cbe88aec77cb9a7f29e4975c0cfdaa8771bacb7ec551844d3e462f7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/65f18b32679e71cacb57e1b9077b2a085ebd6bd6efdd342210acb63560cfaa80/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/65f18b32679e71cacb57e1b9077b2a085ebd6bd6efdd342210acb63560cfaa80/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/3c7a2ffd32e30a8ab586f479f4254196a947562d41fe5641f15b1f056d4142f6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d74afe6ed378f604836a5994d5f0844b60fa370ce470eeecfc85bfc3ae7c784d/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-143229436
"42-60 Capital Avenue, Glen Waverley, Vic 3150",,,,,,,1800 550...,,"https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/89b21592ba688b01e226defe3f3ff38209c1fb83d7a3f7e2c6fd23d6dc88d4a9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c83dc651381413164e962c1f25a8e69b2043e8ecb946ed89dde9afee1a8ac47b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e98d1d11f46603b7001a2fe2b1d3ae3a0b4baaec7326c0fdebd8116fdd7b77ae/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2400251c827293560fb644e3fb3475f82e40e5d16296999cd05004b7fcc3f095/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6e362dff4911bb3375aed9db8e1dcd8c597288ccd6e8c6927e30c92d662cd34a/image.jpg",https://www.realestate.com.au/project/highvale-glen-waverley-600037524
"27 Kennedy Street, Glen Waverley, Vic 3150","$2,600,000 - $2,650,000",3,5,727,2,"Located in a remarkable area with unlimited potential, this rectangular allotment boasts an expansive frontage of around 17.7 meters and spans approximately 727 square meters. Offering breathtaking views of the mountains, this block features north-facing backyards, making it an ideal spot for building your dream home. Alternatively, this prime location within the highly sought-after Glen Waverley Secondary School Zone (STSA) offers a great opportunity for smart investors, builders, and developers to leave their mark.,This property is situated on one of the most convenient streets in Glen Waverley, providing easy access to various amenities such as The Glen Shopping Centre, Glen Waverley Secondary, Glen Waverley Primary, Glen Waverley Train Station, Kingsway restaurants, as well as the Monash and EastLink Freeways.","Qiao Tang,04257199...","Property ID: ,141746368","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ccbbc51bb574f733334e01f9d470293f4ff9c44599df1b9a088cd9ed1b5115d1/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b82d72a77a12329c86ae7b5565780dec319bc0b13a55f7799f04f00ffe0a8948/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/b82d72a77a12329c86ae7b5565780dec319bc0b13a55f7799f04f00ffe0a8948/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/81387ca75bb69d06cb09859a80a0c3cdea59fe1ef00ae23737afe45234740288/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2f59b430a89e987c9628713e379f1420c6d0eb01e6ede5ad61e9ef531d8022d4/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-141746368
"2/48 Mount Street, Glen Waverley, Vic 3150","$1,550,000 - $1,650,000",4,2,327,2,"Impeccably designed to blend natural light and lavish style, this recently completed premium home offers luxurious living in the prestigious dual school zones of Mount View Primary and Glen Waverley Secondary.,Upon entry, a charming foyer leads to a formal lounge with strategically placed north-facing windows, enhancing the play of light. The ground floor boasts elegant timber flooring that seamlessly transitions into an open-plan, high-end kitchen with waterfall stone benches/splashbacks, soft-close cabinetry and a 900mm steel oven. An adjacent deck provides a perfect space for entertaining.,The master bedroom on the ground floor features a fitted walk-in-robe and an ensuite adorned with floor-to-ceiling tiles. Upstairs, three additional bedrooms, all with built-in robes, share a luxurious family bathroom complete with a rainfall effect shower, designer bathtub, floor-to-ceiling tiles, stone-topped vanity, and a separate toilet.,Additional features include a powder room, separate laundry, heating and air conditioning, alarm system, solar hot water, under stair storage, and a remote double garage with internal access.,This is your opportunity to live in Glen Waverley's most exclusive location in the Glen Waverley Secondary College zone, Mount View Primary School zone and close proximity to Wesley College. Conveniently situated near The Glen Shopping Centre and the delights of Kingsway restaurants, the Glen Waverley railway station is just steps away, while the Monash Freeway and Eastlink provide easy access to the city.","Calvin Huang,04336257...,Eric Shan,04580377...","Property ID: ,143229984","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dc9039035e2409dc3f37f40ab8e9d13a0a5b58e60def1d3cc271d06e294d966a/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e4ac3b5ad97a7f40ea640c9b0be09c8d6f4e4dba3d0daf706f59cd388bc340e4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e4ac3b5ad97a7f40ea640c9b0be09c8d6f4e4dba3d0daf706f59cd388bc340e4/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e83c558073e35e463ef5e1c98f3074b08a468d414e9ab73f4f62dd350b0b3d04/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d8f7b183a674341f0c1320a4bc77d5d988c3561794e07c21787684b3a8566634/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-143229984
"805/54 Montclair Avenue, Glen Waverley, Vic 3150","$1,287,000 ",2,2,,,"Introducing Kingsley, more than a fusion of Kingsway and Glen Waverley; it's a statement of refined living in the prestigious 3150 postcode. Nestled in the heart of one of Victoria’s premier shopping and dining precincts, Kingsley defines convenience and accessibility.,Step into a world of sophistication with Kingsley Penthouses, where panoramic views of Dandenong Mountain and an expansive open sky redefine luxury living. Revel in opulence with features such as glass-wall windows, dual-level high ceilings, and a liberating sense of space that transcends the ordinary.,On the lower level, seamlessly merging indoor and outdoor living, private terraces provide the perfect setting for open-air entertainment. The penthouses boast a German-built Miele kitchen equipped with top-of-the-line appliances, including a cooktop, rangehood, oven, microwave oven, and dishwasher, seamlessly marrying style with functionality.,Ascend to the upper level to discover two spacious bedrooms, each with its own bathroom and generous wardrobe space, accompanied by an additional study area. Kingsley ensures that every aspect of your living space exudes elegance and comfort.,Benefit from the prime location of Kingsley, with shops, schools, public transport, Monash Council, The Glen Shopping Centre, and more right at your doorstep. Enjoy the luxury of saving time and money on commuting, as everything you need is within walking distance.,*** Kingsley apartment topped out on September 26th, 2023.  The estimated completion date is March 2024. ***","Mayland Projects Team,04330085...","Property ID: ,143981532","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6bbc9de8c560be70bd9da2b2b671705770b76c7bb5b0b9aa327e978563d44bcd/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c212ed768acb36612830f91406f83b22dc682475d43eca0dc11a7b356b6729b6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/c212ed768acb36612830f91406f83b22dc682475d43eca0dc11a7b356b6729b6/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e07feb61e2be0bbef7f8a70553fca5d039af43c3203c3d17a5705f731446158b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/069ad3fbdfedef89c4d51834088e8c05575eaaed02a1e08e1f564add6b9991b6/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-143981532
"Grande Floorplan/42- Capital Avenue, Glen Waverley, Vic 3150","$335,000 - $360,000*",,,,,"Welcome to a new way to have a placid and serene lifestyle in the compact and comfortable Grande floorplan. Don’t miss this opportunity to live in one of our Grande apartments at Highvale.,Some of the key features of this Serviced Apartment floorplan include:,• open plan style kitchenette and living area,• generous bedroom with a built-in or walk-in robe,• private and modern bathrooms,• some apartments also have a European style laundry for your convenience,• enjoy different views, such as a balcony, a private courtyard, or a courtyard view depending on the location of the property you purchase.,About Highvale Retirement Village by Keyton,Nestled close to Glen Waverley's scenic parklands and nearby shopping centres, Highvale Retirement Village offers a modern setting for your dream retirement lifestyle. This sustainable, pet-friendly community boasts climate-conscious landscaping and communal vegetable gardens, ensuring a relaxing and enriching retirement lifestyle. Whether you prefer a well-appointed villa or the added support of our serviced apartments, Highvale offers a range of living options to suit your preferences.,Immerse yourself in exceptional amenities and a vibrant calendar of social events set against a relaxed suburban backdrop.,Highvale Village amenities include;,• Community centre,• Gym facilities,• Village bus for shopping and outings,• Library and welcoming communal spaces,• Regular visits from hairdressers and podiatrists,• Newspaper and chemist deliveries,• 24-hour emergency call system,Next Steps,We welcome you to book a village tour to learn more about the floorplans on offer and the lifestyle you could lead in Keyton’s Highvale Serviced Apartments. Book a tour with us today!,*Prices correct as of November 2023. Photographs are for illustrative purposes. Some images may depict items not provided by Keyton within the units, such as furniture and other decorative items.",18005505...,"Property ID: ,143034020","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/project/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2208e278ce76e690bbc379e04ef9f9e7094e2c6045ce050d2fbfbaccdbe9b1e7/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/www.realestate.com.au/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/listing/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/agency/image.jpg",https://www.realestate.com.au/property-serviced+apartment-vic-glen+waverley-143034020
"2/99 Bogong Avenue, Glen Waverley, Vic 3150","$1,180,000 - $1,298,000",3,2,312,2,"Seamlessly mixing its modern style with the ultimate in comfort and convenience, this spacious townhouse ensures entertaining is effortless whilst embracing dual living zones in the elite Glen Waverley Secondary Zone (STSA). ,Resting at the rear of only two, the home's expansive design delights upon entry with sleek floorboards guiding you into the sun kissed formal lounge room where you can chat with guests during the winter months. ,A magnificent kitchen, dining and family room provides the perfect setting for everyday enjoyment and encompasses waterfall stone benches and splashbacks, gas stove, Euromaid oven, Dishlex dishwasher plus a breakfast bench. ,Flanking this space are sliding doors that span out onto a low-maintenance courtyard on one side and a generous entertaining deck on the other side with discreet gated access to the rear walking trail. ,Enjoying ground floor placement, the master bedroom comes equipped with a walk-in-robe and ensuite, supplemented on this level by a separate guest toilet and laundry. A central staircase takes you upstairs, here to two remaining bedrooms both feature built-in-robes and floorboards and are served by a bathroom with toilet. ,Curated for easy living and complemented by the inclusions of ducted heating, keyless entry, LED downlights, high ceilings, under stair storage, garden shed plus a double garage with internal access. ,Walking distance to central Glen Waverley where you can access trains and The Glen Shopping Centre, near Syndal South Primary, Glen Waverley Secondary, Wesley College, Kingsway restaurants, Bogong Reserve, Monash Aquatic Centre and freeways. ","Anita Meng,04100008...,Nuria Jewell,04500008...","Property ID: ,144519536","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/50b4d441695e6789876f0179aef3980774b20d2344c937eace24eeb9ebe523a0/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/836b57f23945bdaafa480b42a95809c446b0414393e0b5689e1af67aa1fceff0/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/836b57f23945bdaafa480b42a95809c446b0414393e0b5689e1af67aa1fceff0/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d3ffc525e8a412867a946b2c32c3b396c44855b60ded3afe3004246b3c80fdb0/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/47dd508c2da13a1ae27e9ec58abb939f5765f19d4660a073bca54cbeeecffb20/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144519536
"3 Bridget  Street, Glen Waverley, Vic 3150",In The Zone $1.6m-$1.65m,4,3,248,2,"Nestled in the vibrant heart of Glen Waverley, this upcoming family-sized townhouse by Oreana Homes is a symphony of modern design and functional elegance. Set to be completed in March 2024, this residence is a canvas for your future, blending cutting-edge architecture with practical living spaces.,The home spans an impressive 23.35 sq (approx.). It boasts four well-appointed bedrooms (with the added luxury of two master bedrooms), three chic bathrooms including luxurious showerheads & neutral colour tones throughout. The design caters to both the young family carving out their first home dreams and the discerning downsizer who refuses to compromise on style or space.,The heart of each home is the expansive open-plan living domain, seamlessly extending onto a north-facing yard that invites natural light and warmth. The study area is a testament to modern needs, offering a versatile space for work or relaxation.,The attention to detail is evident in every corner, from feature entry doors to the timber flooring gracing the ground-floor living areas. The lofty 2.7m high ceilings in the living spaces enhance the sense of openness. The stone benchtops complete the breakfast bar, throw away your kettle and make your morning coffee with the zip tap provided, while high end BOSCH appliances (including a 900mm gas cooktop & dual ovens) add a touch of culinary sophistication.,This townhouse is more than just a home; it is a lifestyle choice, backed by a six-star energy rating and the comfort of heating and cooling throughout. The dream location within the Glen Waverley Secondary College catchment area further elevates its appeal, with The Glen Shopping Centre, Glen Waverley train station, and various recreational facilities just a stroll away.,Secure your future in this coveted Glen Waverley locale, where luxury, convenience, and style converge to create an unparalleled living experience.,Disclaimer: We have, in preparing this document, used our best endeavours to ensure that the information contained in this document is true and accurate, but we accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospective purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence checklist provided by Consumer Affairs. Click on the link for a copy of the due diligence checklist from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist","Leigh Kelepouris,04222834...,Jie Zhou,04228289...","Property ID: ,141980108","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d89aac2740d9522f14c0f8f7b51fcc094a2acea831dbc7af2bc94536989321ad/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d89aac2740d9522f14c0f8f7b51fcc094a2acea831dbc7af2bc94536989321ad/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/920babd2659feccecda8cf2950a775c7f32fe6ea18104f58931a71a690280fb8/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/6755b908d4e630c2ef0638d03efb933b53972c67b7457ccc082b72fb5935648d/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/789f785aa5950c5fa22c9db97936a32f2c96f41d294d30cb15dbfd2cd6b68416/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-141980108
"853 High Street Road, Glen Waverley, Vic 3150","$1,669,000 - $1,769,000",,,660,,"Lock in your family's future or dream big and prepare plans for an exciting side-by-side development on this vacant parcel of land (STCA), that's set in the heart of Glen Waverley with zoning to the coveted Glen Waverley Secondary College (STSA). ,-660sqm approx. corner allotment ,-Service road frontage to High St Rd,-Zoned to the elite Glen Waverley Secondary College,-Walk to Glen Waverley Primary and Wesley College,-Meters from The Glen Shopping Centre ,-Steps from bus stops and a short stroll from Glen Waverley Station ,-Close to Larpent Reserve,-Potential for medical suites or residential development (STCA),A rare opportunity to make plans for this vacant site and make the most of the location that sees you situated only meters from the heart of Glen Waverley where you'll find The Glen Shopping Centre, restaurants and trains.  ","Nuria Jewell,04500008...,Anita Meng,04100008...","Property ID: ,203833692","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ac3c6fe64209d796a5a36f77f2cc94ff6e0d7960de302eef57e152fe4db78c59/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8ba8822d738bc7f8f232ccd8ce8158fa11350cefdca4e49b6ecd6afe582fcce9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8ba8822d738bc7f8f232ccd8ce8158fa11350cefdca4e49b6ecd6afe582fcce9/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/8944675055ce825df69cd1d69d711ccaab0cc8cfb03b334a78bd055ce7ba2e49/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/29ef50a00c068c4496c764c98cbf46608de8d09e467be5ee6f1115677676e0a4/image.jpg",https://www.realestate.com.au/property-residential+land-vic-glen+waverley-203833692
"1005B/23 Osullivan Road, Glen Waverley, Vic 3150","$1,180,000 - $1,280,000",3,2,,2,"Welcome to ""Sky Gardens,"" where luxury living harmoniously blends with the enchantment of city vistas and unforgettable sunsets. This three-bedroom apartment transcends the realm of mere residence; it's an everyday experience that will leave you in awe.,Imagine waking up to stunning panoramic city views that stretch as far as the eye can see. ""Sky Gardens"" bestows upon you the privilege of embracing the dynamic beauty of the city skyline right from the comfort of your own home.,Prime Location,Nestled in the heart of Glen Waverley, ""Sky Gardens"" offers seamless access to premium retail and entertainment options, solidifying its status as a coveted landmark address. Plus, it's conveniently within walking distance to train and bus stops, enhancing your mobility.,Educational Excellence,""Sky Gardens"" resides within the highly sought-after Glen Waverley Secondary School Zone (STSA) and Glen Waverley Primary School Zone, ensuring your family enjoys access to top-tier education., Modern Living with World-Class Amenities,Beyond its educational advantages, ""Sky Gardens"" boasts a wealth of amenities, including a sprawling 4,000sqm garden area, an indoor swimming pool, a fully-equipped gym, meticulously landscaped communal spaces, and more. Here, luxury seamlessly melds with grandeur, crafting an extraordinary living experience.,Your Dream Home Awaits,This opulent three-bedroom apartment showcases:,• Premium Fixtures and Fittings,• Sumptuous Timber Flooring,• High-End Miele Appliances,• Expansive Living Areas,• Luxurious Master Bedroom with Ensuite,• Sun-Drenched Interiors with Abundant Natural Light,• Energy-Efficient Double-Glazed Windows,• Secure Dedicated Car Space,• Thoughtful and Convenient Storage Solutions,• Split System Unit for Personalized Comfort,• Convenient European Laundry Facilities,""Sky Gardens"" is more than just a home; it's a lifestyle where every detail has been meticulously crafted to offer you the best in contemporary living.,To embark on this unparalleled living experience, please contact Ivan U for a private inspection!,    ","Ivan U,04323593...,Jing Zou,04236677...","Property ID: ,143296860","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/057bc8be7ab59e78d398bd3895418d809367708fbe9d563d3932c1a37febd0fd/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d6b8fc12f29ef9e4bc0ea99c67a60437e50bee5432ee3d8b5088a950a5038110/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/d6b8fc12f29ef9e4bc0ea99c67a60437e50bee5432ee3d8b5088a950a5038110/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e28926507ad5e1665128c4766e8bbc0e310f7577d5c8bb98c6c3a724b195c8bf/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/e9914b804fdb086dff8352871493bf6d3f7445c91f8aa771e7c660ded0ecfc9c/image.jpg",https://www.realestate.com.au/property-apartment-vic-glen+waverley-143296860
"1/24-26 Ivanhoe Street, Glen Waverley, Vic 3150","$1,100,000 - $1,200,000",3,2,,2,"With a warming aspect at the front of an appealing complex overlooking a leafy garden, this intricate tri-level town home will not only provide the space you require but offers plenty of outdoor areas to explore.,Step inside to an expansive, light-filled lounge with feature bay window and through into a brilliant, tiled open plan meals, family and modern kitchen precinct with stone benches, plenty of built in storage and stainless-steel appliances including a gas cook top and dishwasher.,Bedrooms with robes are housed away from the main living zones on the mid-level and both have proximity to the modern and bright main bathroom with shower, stone finished vanity and separate bath plus a separate toilet.,A place to retreat, reflect and rejuvenate for its lucky occupants, the hotel-style master bedroom takes up the entire top floor, incorporating a walk-in robe, matching ensuite, with air conditioning and its own private study/seating area.,This townhouse boasts two courtyards, the front leafy courtyard has amazing shade which is ideal for those summer days and nights, and a perfectly private courtyard which opens off the rear living area, has a northerly aspect and plenty of room to entertain while gas ducted heating, high ceilings and a separate laundry with direct connection to the downstairs oversized double garage are just some of the inclusions.,Currently leased until 16/9/2024 for $2,520 per calendar month.,• Intricate tri-level home with multiple living and dining zones,• Kitchen with stone benches, stainless steel appliances, lots of storage,• Open plan family and meals area,• Mid floor level bedrooms with robes, a modern main bathroom, separate toilet,• Top floor master retreat with walk-in robe, air-conditioning, ensuite and separate study/lounge space,• Private outdoor courtyard and garden,• Huge double garage with internal access,• Gas ducted heating,Perfectly positioned within walking distance to the Pinewood Shopping Village, Pinewood Primary School and the Monash Aquatic and Recreation Centre, close to The Glen Shopping Centre, Glen Waverley Station and Glen Waverley Secondary College, with easy access to Waverley Rd, Blackburn Rd, Springvale Rd, High St Rd and the Melbourne CBD via the Monash M1 Freeway.","Jeff Anderson,04112227...,Julie Kakos,04249147...","Property ID: ,144413684","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dbd29a91d561a7e24b035b2eefdae3f17ab85f9191500f9dec109243e61a0f11/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/dbd29a91d561a7e24b035b2eefdae3f17ab85f9191500f9dec109243e61a0f11/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/30e99f096d7236ffa61b1b8b1017f433a343be951522e031ac35278b5e11cfba/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/4e36c8da2ba6bf68fd21b10b2cd251f389c93dc5fe3fd5587a7ea7b5cee42754/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/2c1844b0725b15bd9df8ffa7bdd1d4ca9dae00169dce68ef1c73e1a763d21ed3/image.jpg",https://www.realestate.com.au/property-townhouse-vic-glen+waverley-144413684
"15 Windella Crescent, Glen Waverley, Vic 3150","$850,000 - $900,000",3,4,"1,155",2,"Set on a huge block just moments from schools and shops is this charming family home bursting with possibilities. Whether you are on the hunt for a forever home or somewhere with development potential, this property is a must-see.,Currently, the home is spacious and open-plan with a combined lounge and dining room as well as a kitchen with a meals area. There are three bedrooms, two with built-in robes and all serviced by the bathroom with a bath and separate toilet.,Beautiful wood floors flow throughout, paired with a white colour scheme and modern comforts including air-conditioning. The kitchen offers a gas cooktop and dishwasher while outside, the avid entertainer will adore the covered deck.,A detached single garage and a storage shed are on offer, along with an expansive backyard. Here, you could choose to potentially subdivide the lot or maybe build a granny flat to accommodate extended family or to off-set your mortgage (STCA). The choice is all yours and, if you choose to develop, you can always rent out the existing home while discussing your plans with the council.,For families, this spacious property is conveniently located close to schools including Glen Waverley Primary School, St Leonards Primary School and The Cheshire School, and the Glen Waverley South Preschool is within walking distance. It is just a 5-minute drive to the Brandon Park Shopping Centre while a host of parks are within easy reach including the picturesque Callaghan Avenue Reserve and the Fraser Street Reserve with a playground.,Disclaimer: We have in preparing the content used our best endeavours to ensure that the information contained is true and accurate, but accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or misstatements in this document. Prospect purchasers should make their own enquiries to verify the information contained in this document. Purchasers should make their own enquires and refer to the due diligence check-list provided by Consumer Affairs. Click on the link for a copy of the due diligence check-list from Consumer Affairs. http://www.consumer.vic.gov.au/duediligencechecklist","Andy Yuan,04062173...,Kay Lim,04162604...","Property ID: ,141879964","https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/aef5180ef81e78a9ebd7ee26fac87efe378fa4cd9614b5cd5bf04fad763d638b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/aef5180ef81e78a9ebd7ee26fac87efe378fa4cd9614b5cd5bf04fad763d638b/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/68c8d2889e7f75a9413c88038a23ecadac2a0377b7c577085ee3f34df538fced/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/ef4e04520b1f9e4dd79ae2646bace451b0bdecae4725fbe2ec7e921357554306/image.jpg,https://i2.au.reastatic.net/1136x696-resize,extend,r=33,g=40,b=46/1186a5748e55d1e5b2d1b93bcbe002a51cfb1e363de26240cb468b34d1f30ef8/image.jpg",https://www.realestate.com.au/property-house-vic-glen+waverley-141879964
